word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
어디,The word that means a place which one does not know.,대명사,60319,where,Where?,https://en.wiktionary.org/wiki/어디,"
			차는 어디에 주차했어요?
		"
몸,"The entire length of the human or animal body from the head to the feet, or its state.",명사,74138,body,"body,physique",https://en.wiktionary.org/wiki/몸,"
			몸을 가격하다.
		"
얼굴,"The front part of the head that has the eyes, nose and mouth.",명사,17183,face,Face,https://en.wiktionary.org/wiki/얼굴,"
			경기 중 얼굴에 가격을 당해 부상을 입을 수도 있기 때문이지.
		"
들어가다,To go inside from outside.,동사,67877,enter; go into,to go into; to enter,https://en.wiktionary.org/wiki/들어가다,"
			가게에 들어가다.
		"
왜,"For what reason; how come.",부사,67848,why,Why?,https://en.wiktionary.org/wiki/왜,"
			마당에는 왜 나가려고?
		"
나타나다,"For a certain, invisible object to show up.",동사,62286,appear; come into sight,"Come out, appear",https://en.wiktionary.org/wiki/나타나다,"
			가시적으로 나타나다.
		"
말다,"To not do a certain work or behavior, or stop doing it.",동사,69296,stop; choose not to,Cease,https://en.wiktionary.org/wiki/말다,"
			친구와 사소한 말다툼을 한 이후로 좀처럼 거리감이 좁혀지지 않아서 고민이에요.
		"
지역,A piece of land which is divided according to certain characteristics or criteria.,명사,71487,area; region,"An area, region",https://en.wiktionary.org/wiki/지역,"
			이 지역은 가죽이 유명해서 구두, 가방, 가죽 장갑 등의 가공품이 많이 팔린다.
		"
다르다,Not the same as each other.,형용사,26824,different; other,Be different,https://en.wiktionary.org/wiki/다르다,"
			어쩐지 능숙하게 머리를 가위질하는 모습부터 남다르다 했어.
		"
모습,The appearance of a person or thing. ,명사,62383,appearance; look,"shape,body",https://en.wiktionary.org/wiki/모습,"
			용은 가공의 동물이지만 그 모습은 동양과 서양에서 모두 비슷하다.
		"
물,"A liquid that constitutes rivers, lakes, oceans, underground reservoirs, etc., a pure form of which is colorless, orderless, tasteless and transparent.",명사,17596,water,Water,https://en.wiktionary.org/wiki/물,"
			가건물
		"
만나다,"For a line, road, river, etc. to adjoin or be connected with each other.",동사,66591,meet; join,Meet,https://en.wiktionary.org/wiki/만나다,"
			가까스로 만나다.
		"
내다,"To make a road, passage, window, etc.",동사,89906,make; build,produce something,https://en.wiktionary.org/wiki/내다,"
			가게를 내다.
		"
보이다,To come to know the presence or outward appearance of an object by looking at it.,동사,62091,be viewed; be visible; be in sight,"to show, to cause to see",https://en.wiktionary.org/wiki/보이다,"
			가관으로 보이다.
		"
쓰다,"To write some letters by drawing strokes on paper with a writing instrument such as a pencil, pen, etc.",동사,65172,write,To write,https://en.wiktionary.org/wiki/쓰다,"
			가계부를 쓰다.
		"
이것,The word that refers to something that is close to the speaker or something that the speaker is thinking of.,대명사,44878,this,This thing,https://en.wiktionary.org/wiki/이것,"
			이것은 내가 어제 들었던 이야기가 아니다.
		"
없이,"Without any matter, symptom, etc.",부사,89918,without,Without,https://en.wiktionary.org/wiki/없이,"
			그 드라마는 한국 사회의 현실을 가감 없이 드러냈다는 점에서 주목을 받았다.
		"
이번,"A turn soon to come, or one that just passed.",명사,29737,this time,This time,https://en.wiktionary.org/wiki/이번,"
			이번 반상회에는 사람들이 많이들 와야 여러 가지 사항을 결정할 텐데.
		"
길,A long stretch of ground space with a fixed width meant for people or cars to travel along.,명사,59251,road; street; way,Road,https://en.wiktionary.org/wiki/길,"
			길가.
		"
생활,The act of a person or animal living in a  place.,명사,74183,life,"lifestyle,livelihood",https://en.wiktionary.org/wiki/생활,"
			우리는 살림에 꼭 필요한 가구만을 장만해서 신혼 생활을 시작하였다.
		"
쓰다,"To write some letters by drawing strokes on paper with a writing instrument such as a pencil, pen, etc.",동사,65172,write,"to use, to take (medicine)",https://en.wiktionary.org/wiki/쓰다,"
			가계부를 쓰다.
		"
지금,The present moment as one speaks.,명사,62522,now,Now,https://en.wiktionary.org/wiki/지금,"
			지금 한 이야기가 사실이야? 도저히 믿을 수가 없어.
		"
뿐,A bound noun indicating that there is nothing more than that.,의존 명사,66641,ppun,"only,alone,merely",https://en.wiktionary.org/wiki/뿐,"
			과자뿐만 아니라 술이나 떡도 만들 수 있어.
		"
사이,"The distance or space between one object and another, or between one place and another.",명사,61187,space; distance; gap,space between 2 points; the relationship between 2 people,https://en.wiktionary.org/wiki/사이,"
			가까워진 사이.
		"
방법,A method or way of doing something.,명사,65531,way; means; manner,"Way, method",https://en.wiktionary.org/wiki/방법,"
			가공 방법.
		"
새롭다,Being different from existing ones or never having existed.,형용사,29029,new; fresh,"To be new,novel",https://en.wiktionary.org/wiki/새롭다,"
			감회가 새롭다.
		"
우리나라,A term used by the Korean people to refer to Korea.,명사,70403,our country,Korea,https://en.wiktionary.org/wiki/우리나라,"
			그럼 우리나라 가극단이 공연을 하겠구나.
		"
내다,"To make a road, passage, window, etc.",동사,89906,make; build,produce something,https://en.wiktionary.org/wiki/내다,"
			가게를 내다.
		"
앉다,To place one's weight on the bottocks and put his/her body on an object or on the floor with his/her upper body in an upright position.,동사,71463,sit; be seated,To sit down,https://en.wiktionary.org/wiki/앉다,"
			가에 앉다.
		"
처음,The first in order or chronology.,명사,17170,first; forefront,First,https://en.wiktionary.org/wiki/처음,"
			그러게 처음부터 그런 애랑 가까이 지내는 것이 아니었어.
		"
손,A body part connected at the end of the wrist that is used to touch or grab something.,명사,17608,hand,The hand,https://en.wiktionary.org/wiki/손,"
			지수는 입사한 지 한 달이 지났는데도 업무가 손에 익지가 않는다.
		"
몇,An unknown number that is not big.,수사,66235,some; several,A few,https://en.wiktionary.org/wiki/몇,"
			큰길에 있는 옷 가게가 가격 파괴를 해서 싼 거 몇 벌 샀어.
		"
그때,The previously-mentioned time.,명사,29683,that time; that moment; then,Then or at that time,https://en.wiktionary.org/wiki/그때,"
			눈금이 백 가까이에 가면 위험하다는 신호니까 그때는 나를 불러야 된다.
		"
과정,"A process of an event or phenomenon, or something that happens in the process.",명사,23965,process,"Process,  course of events",https://en.wiktionary.org/wiki/과정,"
			가공 과정.
		"
삶,"Living, or aliveness.",명사,14247,living,Life,https://en.wiktionary.org/wiki/삶,"
			이 면은 언제까지 삶아야 되나요?
		"
갖다,"To carry or keep something, or hold it in one's hands.",동사,29738,have; hold,"to have, hold, own",https://en.wiktionary.org/wiki/갖다,"
			마음을 가뿐히 갖다.
		"
찾다,"To look here and there in order to gain something or find someone, or to gain something or find someone.",동사,57320,find; look for,"seek,look for",https://en.wiktionary.org/wiki/찾다,"
			가게를 찾다.
		"
특히,Differently from a normal one.,부사,71300,specially; particularly; especially,Especially,https://en.wiktionary.org/wiki/특히,"
			배우들의 연기도 좋았고 특히 여주인공의 마지막 노래가 감동적이었어.
		"
시,A city as a local administrative unit.,명사,57258,,Time,https://en.wiktionary.org/wiki/시,"
			시냇가.
		"
이상,A state in which something equals to or is larger or better than a certain point of reference in quantity or degree.,명사,66580,or more; and over,"More than, above",https://en.wiktionary.org/wiki/이상,"
			아니요, 이 영화는 십팔 세 이상 관람 가입니다.
		"
지금,The present moment as one speaks.,명사,62522,now,Now,https://en.wiktionary.org/wiki/지금,"
			지금 한 이야기가 사실이야? 도저히 믿을 수가 없어.
		"
나가다,"To move from the inside to the outside of an area or space.",동사,71456,go out; leave,To go out,https://en.wiktionary.org/wiki/나가다,"
			가도로 나가다.
		"
이야기,"Words or a piece of writing that is intended to tell others about a fact, state, phenomenon, experience, thought, etc.",명사,60321,story,"Conversation, talk",https://en.wiktionary.org/wiki/이야기,"
			이것은 내가 어제 들었던 이야기가 아니다.
		"
교육,"The act of teaching knowledge, culture, techniques, etc., in order to enhance one's ability.",명사,55289,education,Education,https://en.wiktionary.org/wiki/교육,"
			교육가
		"
사다,"To get ownership of an item, right, etc., by paying for it.",동사,49419,buy; purchase; get,"To buy, purchase",https://en.wiktionary.org/wiki/사다,"
			가구점에서 가구를 사다.
		"
경제,"Activities related to production or consumption; or all the activities related to money, resources, production, consumption, trade, etc., in a society or nation. ",명사,62384,economy,Economy,https://en.wiktionary.org/wiki/경제,"
			경제 불황으로 가계의 지출이 늘어나지 않고 있다.
		"
아직,"An adverb used to indicate that more time is needed to reach a certain state, or that something or a certain state has not ended, but is going on. ",부사,71254,yet; still,Still,https://en.wiktionary.org/wiki/아직,"
			이모가 아직 안 들어와서 나가 보려고요.
		"
잡다,To hold something in one's hand and not let it go.,동사,70378,hold; grab; seize,"seize,catch",https://en.wiktionary.org/wiki/잡다,"
			가닥을 잡다.
		"
같이,With each other.,부사,26799,together,Together,https://en.wiktionary.org/wiki/같이,"
			주말에 같이 쇼핑하러 갈래?
		"
선생님,(polite form) A person who teaches students.,명사,62818,teacher; master,Teacher,https://en.wiktionary.org/wiki/선생님,"
			수학 선생님께서 숙제를 내주셨는데 가감승제 문제가 삼십 개나 되었다.
		"
예술,Arts and sciences.,명사,70565,art,"Art, an art",https://en.wiktionary.org/wiki/예술,"
			예술가
		"
서다,For a human or animal to place his/her feet on the ground and assume an upright position.,동사,68756,stand,To stand,https://en.wiktionary.org/wiki/서다,"
			가격 인하에 나서다.
		"
못,The word that negates the action represented by the verb.,부사,17254,not,Cannot,https://en.wiktionary.org/wiki/못,"
			운동을 못 하는 지수는 체육 성적이 항상 가였다.
		"
역사,"The process of a human society where it flourishes and collapses with time, or the records of such process.",명사,62515,history,History,https://en.wiktionary.org/wiki/역사,"
			역사가
		"
읽다,"To see written words or letters, and utter them as they are pronounced.",동사,68752,read; read out,To read,https://en.wiktionary.org/wiki/읽다,"
			가끔 읽다.
		"
이제,This moment being spoken of.,명사,58621,now,Now,https://en.wiktionary.org/wiki/이제,"
			응. 이제 회사랑 가까워져서 출근하기가 편해졌어.
		"
